Device: cuda
Data: ['/root/autodl-tmp/calvin-lerobot/splitB_v30']
Output: /root/autodl-tmp/hw3_outputs/model_b
WARNING:lerobot.configs.policies:Device 'None' is not available. Switching to 'cuda'.
FPS: 10
  /root/autodl-tmp/calvin-lerobot/splitB_v30: 367096 frames
Total: 367096 frames
Params: 51,566,471
2026-06-09 13:48:24.839 | ERROR    | swanlab.sdk.internal.pkg.safe:block:101 - 
Error executing 'on_run_initialized' in callback 'SwanLabLocalCallbacker': 
dispatcher:65 -> on_run_initialized:346 -> ImportError: Please install swanboard
to use 'local' mode: pip install 'swanlab[dashboard]'
swanlab: Tracking run with swanlab version 0.8.1
swanlab: 💾 Run data saved at swanlog/run-20260609_134824-4of1kyh9
swanlab: 🌟 Run `swanlab watch swanlog` to view SwanLab Experiment Dashboard

Training 15000 steps

Step   7600 | Loss: 0.1945 | L1: 0.1849 | KL: 0.0010
Step   7700 | Loss: 0.1911 | L1: 0.1817 | KL: 0.0009
Step   7800 | Loss: 0.1920 | L1: 0.1830 | KL: 0.0009
Step   7900 | Loss: 0.1908 | L1: 0.1821 | KL: 0.0009
Step   8000 | Loss: 0.1923 | L1: 0.1836 | KL: 0.0009
Step   8100 | Loss: 0.1912 | L1: 0.1831 | KL: 0.0008
Step   8200 | Loss: 0.1889 | L1: 0.1810 | KL: 0.0008
Step   8300 | Loss: 0.1914 | L1: 0.1840 | KL: 0.0007
Step   8400 | Loss: 0.1931 | L1: 0.1858 | KL: 0.0007
Step   8500 | Loss: nan | L1: nan | KL: 0.0007
Step   8600 | Loss: nan | L1: nan | KL: 0.0007
Step   8700 | Loss: nan | L1: nan | KL: 0.0007
Step   8800 | Loss: nan | L1: nan | KL: 0.0007
Step   8900 | Loss: nan | L1: nan | KL: 0.0007
Step   9000 | Loss: nan | L1: nan | KL: 0.0007
Step   9100 | Loss: nan | L1: nan | KL: 0.0007
Step   9200 | Loss: nan | L1: nan | KL: 0.0007
Step   9300 | Loss: nan | L1: nan | KL: 0.0007
Step   9400 | Loss: nan | L1: nan | KL: 0.0007
Step   9500 | Loss: nan | L1: nan | KL: 0.0007
Step   9600 | Loss: nan | L1: nan | KL: 0.0007
Step   9700 | Loss: nan | L1: nan | KL: 0.0007
Step   9800 | Loss: nan | L1: nan | KL: 0.0007
Step   9900 | Loss: nan | L1: nan | KL: 0.0007
Step  10000 | Loss: nan | L1: nan | KL: 0.0007
Step  10100 | Loss: nan | L1: nan | KL: 0.0007
Step  10200 | Loss: nan | L1: nan | KL: 0.0007
Step  10300 | Loss: nan | L1: nan | KL: 0.0007
Step  10400 | Loss: nan | L1: nan | KL: 0.0007
Step  10500 | Loss: nan | L1: nan | KL: 0.0007
Step  10600 | Loss: nan | L1: nan | KL: 0.0007
Step  10700 | Loss: nan | L1: nan | KL: 0.0007
Step  10800 | Loss: nan | L1: nan | KL: 0.0007
Step  10900 | Loss: nan | L1: nan | KL: 0.0007
Step  11000 | Loss: nan | L1: nan | KL: 0.0007
Step  11100 | Loss: nan | L1: nan | KL: 0.0007
Step  11200 | Loss: nan | L1: nan | KL: 0.0007
Step  11300 | Loss: nan | L1: nan | KL: 0.0007
Step  11400 | Loss: nan | L1: nan | KL: 0.0007
Step  11500 | Loss: nan | L1: nan | KL: 0.0007
Step  11600 | Loss: nan | L1: nan | KL: 0.0007
Step  11700 | Loss: nan | L1: nan | KL: 0.0007
Step  11800 | Loss: nan | L1: nan | KL: 0.0007
Step  11900 | Loss: nan | L1: nan | KL: 0.0007
Step  12000 | Loss: nan | L1: nan | KL: 0.0007
Step  12100 | Loss: nan | L1: nan | KL: 0.0007
Step  12200 | Loss: nan | L1: nan | KL: 0.0007
Step  12300 | Loss: nan | L1: nan | KL: 0.0007
Step  12400 | Loss: nan | L1: nan | KL: 0.0007
Step  12500 | Loss: nan | L1: nan | KL: 0.0007
Step  12600 | Loss: nan | L1: nan | KL: 0.0007
Step  12700 | Loss: nan | L1: nan | KL: 0.0007
Step  12800 | Loss: nan | L1: nan | KL: 0.0007
Step  12900 | Loss: nan | L1: nan | KL: 0.0007
Step  13000 | Loss: nan | L1: nan | KL: 0.0007
Step  13100 | Loss: nan | L1: nan | KL: 0.0007
